,hotel,ratings,review,real_date,length
1093,스위스 그랜드 호텔,5,깔끔하고 좋습니다,2018. 03. 18,9
1094,스위스 그랜드 호텔,5,셩장 어푸어푸와파 돈내야함 힝,2018. 03. 10,16
1095,스위스 그랜드 호텔,5,좋았어요 화장실이 좀 새로웠다는...위치는 어쩔 수 없네요,2018. 02. 28,32
1096,스위스 그랜드 호텔,5,조용해서 좋아요,2018. 02. 23,8
1097,스위스 그랜드 호텔,2,아 ...특급호텔 이란 말이 무색한 라운지해피아워였네요 요깃거리는 과자랑 빵만 있었어요ㅋㅋ 요리라고는 일도 없고 이런 해피아워는 첨이네요그나마 객실상태가 양호해서 ...다음부터는 패키지는 않할거 같네요. 숙박만 이라면 몰라도,2018. 02. 19,125
1098,스위스 그랜드 호텔,4,침대 짱 크미,2018. 02. 17,7
1099,스위스 그랜드 호텔,5,좋았습니다.,2018. 02. 14,6
1100,스위스 그랜드 호텔,1,요즘 세상에 와이파이가 무료가 아닌 유료라 놀라고 방이 은근 추웠어요...,2018. 02. 13,41
1101,스위스 그랜드 호텔,5,야놀자 덕분에 고층으로업그레이드도 받고좋았음,2018. 02. 09,24
1102,스위스 그랜드 호텔,5,최고......ㅇ.ㅇ.ㅇ,2018. 02. 07,13
1103,스위스 그랜드 호텔,5,너무좋아요,2018. 01. 30,5
1104,스위스 그랜드 호텔,5,이그제큐티브 더블룸 편안히 쉬다갑니다,2018. 01. 27,20
1105,스위스 그랜드 호텔,4,숙소가 굉장히 깨끗하고 편의시설이 잘 구축되어있었다.,2018. 01. 15,29
1106,스위스 그랜드 호텔,5,조식도 너무 맛있고 여하간 너무 좋았어요,2018. 01. 05,22
1107,스위스 그랜드 호텔,5,가성비 굿굿 잘쉬다갑니다.,2018. 01. 04,14
1108,스위스 그랜드 호텔,5,역시페리스힐튼!,2018. 01. 03,8
1109,스위스 그랜드 호텔,5,홍제역이랑 거리가있지만 셔틀버스가 있어서 좋았어요객실도좋고 패키지라서 받은 와인케잌 다맛있었어요,2018. 01. 01,53
1110,스위스 그랜드 호텔,5,오래된 분위기지만 깔끔하고 좋습니다가성비로는 호텔 중에서는 좋은 편이구요,2017. 12. 26,40
1111,스위스 그랜드 호텔,5,라운지는 눈물눈물 :sweat_smile:,2017. 12. 23,23
1112,스위스 그랜드 호텔,5,늦게 도착했는데 디럭스 객실이 모자라서 무료로 업그레이드 해주셨네요 ^_^ 덕분에 좋은 방에서 묵고 갑니다 ^_^,2017. 11. 27,63
1113,스위스 그랜드 호텔,4,확실히 청결하긴하나 서비스나 고객대응이 다른 힐튼호텔에비해 부족했어요,2017. 11. 02,38
1114,롯데 호텔 서울,5,시설도 좋고 너무 만족했습니다!!,2022. 04. 18,18
1115,롯데 호텔 서울,5,편하게 잘쉬엇어요,2022. 04. 17,9
1116,롯데 호텔 서울,4,"교통 좋고 데스크 직원분들 정말 친절하시고 좋았어요. 다만 클럽 라운지에서 조식먹는데 김치가 없어서 ㅜㅜ 요청드렸는데 다른 데서 가져와야 하신다며 원래는 제공 이 안 된다 하네요... 롯데가 일본꺼라 하긴 하지만 낫또는 있고 김치는 없는게 이해가 잘 안되긴 해요 ㅠㅠ 직원분들은 친절하셨어요. 특히 여직원분들이요!!! 그리고 객실은 깔끔하지만 좀 노후된 부분이 보였어요. 화장실에 별도로 달려있는 거울이 나사가 좀 풀린건지 가운데에 고정돼있어야하는데 아예 아래로 쳐져서 이용 못 했고, 욕조에 물이 처음부터 너무너무 안 빠져서 이용하기 너무 불편했어요... 커튼도 천 커튼이던데...젖으면 척척하고... 불편한 점도 좀 있었어요. 그래도 전반적으로 서비스 좋으시고 요청사항 잘 들어주시려고 노력하시고,,,, 시설대비 직원분들이 넘 좋아서 감사드리고, 좋은 하루 보냈습니다. 개선할 부분만 좀 신경써주면 좋겠어요.더보기",2022. 04. 16,457
1117,롯데 호텔 서울,5,정말 만족했습니다,2022. 04. 16,9
1118,롯데 호텔 서울,5,역시 롯데호델우 별5개!,2022. 04. 11,13
1119,롯데 호텔 서울,4,역시롯데 다좋았는데요 이상하게 침구가 침대가 좀베겼서요 온몸이 좀베김,2022. 04. 11,38
1120,롯데 호텔 서울,4,"역세권인데다 백화점이 연결되어 있어 호텔 위치가 아주 좋았어요. 직원분들도 친절하고 호텔 내 위생 상태도 좋아 편히 묵을 수 있었습니다. 다만, 샤워기가 고장인건지 나오지 않는다는 점이 조금 불편했네요.",2022. 04. 09,113
1121,롯데 호텔 서울,5,친절하고 깨끗하고 편리하게 잘 이용했습니다,2022. 04. 08,23
1122,롯데 호텔 서울,5,편히 쉬었습니다.,2022. 04. 05,9
1123,롯데 호텔 서울,5,친절하고 좋았습니다.,2022. 04. 02,11
1124,롯데 호텔 서울,5,잘쉬다갑니다,2022. 04. 01,6
1125,롯데 호텔 서울,5,너무 깔끔하고 좋았어요 직원분들도 친절!,2022. 03. 28,22
1126,롯데 호텔 서울,5,너무좋았대요 시설이 되게고급지고 좋다네요,2022. 03. 27,22
1127,롯데 호텔 서울,5,명동 을지로 깨끗한 동네고 밖에 추워서 롯백에서 쇼핑할 수 있어서 좋았습니다. 롯데호텔의 직원분들은 자긍심이 느껴져보였고 다들 항상 친절하셔서 늘 추천합니다 즐거운 하루를 선사해주셔서 감사합니다,2022. 03. 20,108
1128,롯데 호텔 서울,4,오랜 명문 호텔이 어떤지 잘보여주는 곳.  이그제큐티브 타워 시설과 조금 비교되긴 해도 서울 사대문 안에서 여전히 훌륭한 호텔,2022. 03. 18,70
1129,롯데 호텔 서울,5,잘쉬다가 갑니다.,2022. 03. 17,9
1130,롯데 호텔 서울,4,잘 쉬다가요,2022. 03. 13,6
1131,롯데 호텔 서울,5,감사합니다,2022. 03. 13,5
1132,롯데 호텔 서울,4,연식이 있어도 역시 관리가 잘 되어있는게 느껴지고 서비스에 만족합니다 백화점과 붙어있어서 주차장이 좀 불편할 수 있음,2022. 03. 10,65
1133,롯데 호텔 서울,5,가깝고 편해요,2022. 03. 06,7
1134,롯데 호텔 서울,4,위치 좋고 침대가 편안해서 좋았어요. 객실은 완전 최신식은 아니지만 깨끗했고 야놀자에서 객실료만 내면 2인 조식 무료로 하는 상품 있어서 라센느 조식까지 먹구 샤넬런두 하고 ㅋㅋ 즐거운 호캉스 했습니다,2022. 03. 03,112
1135,롯데 호텔 서울,5,3번째 롯데호텔이예요^^아이가 있어서 베드추가했는데정말 잘묵었어요~~주변에 을지로 종각가까워서 청계천 산책까지아주 잘하고 왔어요추천합니다!더보기,2022. 03. 01,80
1136,롯데 호텔 서울,5,롯데호텔 룸컨디션 좋았고 헬스장 수영장 부대시설 모두 만족스러웠습니다. 한 가지 아쉬운 점이라면 수영장이 작아서 수영을 제대로 못 했네요..,2022. 02. 28,78
1137,롯데 호텔 서울,5,13층의 하루 굳,2022. 02. 10,9
1138,롯데 호텔 서울,5,주차 때문에 걱정 했는데 발렛서비스 있어서 이젠 걱정없이 자주 갈 것 같습니다 그리고 너무 깨끗하고 쇼핑하기도 좋아요ㅎㅎ,2022. 02. 07,67
1139,롯데 호텔 서울,5,너무조아요,2022. 02. 03,5
1140,롯데 호텔 서울,5,좋았습니다.,2022. 02. 03,6
1141,롯데 호텔 서울,5,좋아요좋아요,2022. 02. 02,6
1142,롯데 호텔 서울,5,편하게 잘 쉬다가 감니다,2022. 02. 01,13
1143,롯데 호텔 서울,5,새해맞이 기념으로 1박 묵었어요. 늘 그렇듯이 친절하시고 편안하게 쉴 수 있었습니다. 명동에선 이만한 곳이 없죠 ㅎㅎ,2022. 01. 16,65
1144,롯데 호텔 서울,4,엄마 모시고 다녀왔는데 라세느는 생각보다 조금 실망스러웠구 ㅠㅠ (동선이 너무 멀찍) 객실은 좋았어요.,2022. 01. 09,57
1145,롯데 호텔 서울,5,너무 편하고 좋았습니다 :) 🤍,2022. 01. 03,17
1146,롯데 호텔 서울,5,클럽라운지는 생각보다 별로였지만 전체적으로는 좋았어용,2022. 01. 02,29
1147,롯데 호텔 서울,5,편안하게 잘 쉬다가 갑니다🙂,2022. 01. 02,15
1148,롯데 호텔 서울,4,남산뷰가 아니네요ㅠㅠ,2022. 01. 01,11
1149,롯데 호텔 서울,5,5성 답군요,2021. 12. 29,6
1150,롯데 호텔 서울,5,넘 좋았어용,2021. 12. 28,6
1151,롯데 호텔 서울,5,호텔은 롯데 많이보러가요,2021. 12. 27,13
1152,롯데 호텔 서울,5,너무친절하세요,2021. 12. 27,7
1153,롯데 호텔 서울,5,너무좋아요,2021. 12. 26,5
1154,롯데 호텔 서울,5,엄청 친절하시고 좋았어용,2021. 12. 25,13
1155,롯데 호텔 서울,5,"모든 분들이 친절하셔요,, 방도 깨끗하고, 트리도 예쁘구,, 편하게 잘 쉬었어요",2021. 12. 22,44
1156,롯데 호텔 서울,5,서비스 최고. 너무 만족합니다!,2021. 12. 18,17
1157,롯데 호텔 서울,5,아주 좋아요,2021. 12. 18,6
1158,롯데 호텔 서울,5,최고의 호텔에서 최고의 휴식을 즐기고 갑니다,2021. 12. 13,24
1159,롯데 호텔 서울,4,라운지에 메뉴가 많진 않더라고요~ 그거말곤 다 좋았어용!!,2021. 12. 12,32
1160,롯데 호텔 서울,4,접근성이좋고 친절해요,2021. 12. 08,11
1161,롯데 호텔 서울,5,너무좋았어요,2021. 12. 06,6
1162,롯데 호텔 서울,5,역시나 깔끔,2021. 12. 01,6
1163,롯데 호텔 서울,5,방도 넓고 호캉스하기 좋았어요,2021. 11. 29,16
1164,롯데 호텔 서울,5,직원 분들 너무 친절하고 룸 컨디션두 좋았어요,2021. 11. 22,25
1165,롯데 호텔 서울,5,완전 좋아요 !!!,2021. 11. 21,10
1166,롯데 호텔 서울,5,직원분들 서비스가 너무 마음에 들었습니다. 특히 라세느 조식먹을때 커피 부족할때마다 채워주시는 안경끼신분 너무 친절하세요👍,2021. 11. 07,68
1167,롯데 호텔 서울,5,정말 친절하시고 좋았습니다~,2021. 10. 27,15
1168,롯데 호텔 서울,5,잘 쉬다 왔어요~,2021. 10. 24,9
1169,롯데 호텔 서울,5,잘쉬다가요,2021. 10. 17,5
1170,롯데 호텔 서울,5,편의시설과 인접해서 호캉스하기 좋습니다,2021. 10. 12,21
1171,롯데 호텔 서울,5,조식도맛있고 좋았어요,2021. 10. 05,11
1172,롯데 호텔 서울,5,좋아요~~~~,2021. 10. 01,7
1173,롯데 호텔 서울,5,죵말죵말 조아요옹,2021. 09. 24,9
1174,롯데 호텔 서울,5,죵말죵말 조아요옹,2021. 09. 24,9
1175,롯데 호텔 서울,3,오래된 느낌ㅈ은 있으나간만에 푹 제대로 자게해준침대와 시트,2021. 09. 20,32
1176,롯데 호텔 서울,5,거의 완벽에 가까운 서비스+시설,2021. 09. 09,17
1177,롯데 호텔 서울,5,"역시 롯데호텔, 부산이나 서울이나 훌륭합니다",2021. 09. 06,24
1178,롯데 호텔 서울,5,5호성급합니다!,2021. 09. 03,8
1179,롯데 호텔 서울,5,"시기가 딱 맞았어요 수영장,조식 사람 많지 않아 딱 좋게 놀다왔네요~!",2021. 09. 01,39
1180,롯데 호텔 서울,5,객실도 청결하고 뷰도 남산뷰여서 너무 좋았습니다.편안한 침대도 굿!!뷔페도 잘 이용하고 편하게 잘 쉬었다가 갑니다.,2021. 08. 29,64
1181,롯데 호텔 서울,5,최고예요~~~^^,2021. 08. 28,9
1182,롯데 호텔 서울,5,호텔시설이 전반적으로 낙후되었으나 5성급 호텔 클래스는 여전하네요ㅎㅎ재방문의사 100%있습니다ㅎㅎ,2021. 08. 28,54
1183,롯데 호텔 서울,5,직원분들이 정말 친절하심!! 역시 5성급,2021. 08. 23,22
1184,롯데 호텔 서울,5,직원분들 너무 친절하시구 방 컨디션도 최고입니다~ 괜히 5성급 호텔이 아니네요~ㅎㅎ 또 이용할게요~,2021. 08. 23,55
1185,롯데 호텔 서울,5,역시 5성급,2021. 08. 23,6
1186,롯데 호텔 서울,5,3시반쯤 체크인하며 시티뷰 대신 남산뷰 요청드렸는데 남산뷰는 룸 정돈으로 15분을 대기하라 해서 기다리기 걍 시티뷰로 갔네요 그점은 좀 아쉬웠어요,2021. 08. 23,81
1187,롯데 호텔 서울,4,"깔꼼하고 좋았어요서비스 해주시는 분들도 친절하시고 교통도 편하구요라세느는 생각보다 아쉬웠고, 뷰도 여기서 예약해서 그런건지 그냥 빌딩숲 뷰인 객실을 주셔서 아쉬웠어요침구는 소문대로 너무 편하고 좋았습니다",2021. 08. 22,113
1188,롯데 호텔 서울,5,깔끔하소 좋아요,2021. 08. 09,8
1189,롯데 호텔 서울,5,너무 좋았어요,2021. 08. 09,7
1190,롯데 호텔 서울,5,좋은데 레스토랑은 별루ㅎ,2021. 08. 02,13
1191,롯데 호텔 서울,5,쾌적하고 좋았어요~,2021. 07. 23,10
1192,롯데 호텔 서울,5,괸장히친절하ㅛㅣ에려 감사해요,2021. 07. 18,15
1193,롯데 호텔 서울,3,아침 식사 맛있게 먹었어요,2021. 07. 12,14
1194,롯데 호텔 서울,5,좋았어요~~ 객실에서 냄새가 나서 말씀드렸더니 바로 조취를 취해주셨고 친절하시고 조식도 맛나고 다 좋았네요!,2021. 06. 25,60
1195,롯데 호텔 서울,5,침구 정말 편안하네요. 수페리어는 답답하다는 후기가 있어 디럭스로 했는데 정말 만족했어요!!! 룸 깨끗하고 친절한 서비스에 완벽한 숙박이었습니다.,2021. 06. 22,81
1196,롯데 호텔 서울,5,생각보다 좋았어요,2021. 06. 19,9
1197,롯데 호텔 서울,4,"여러사이트를 비교해보았지만 야놀자가 가장 저렴해서 여기서 구매해서 부모님과 호캉스 하였습니다🥰명동이 위치해있고  롯데본점과 다른 백화점도 가까워서 명품관 등  쇼핑하기 정말 좋습니다. 남산뷰 부탁드리니 현재 공사중이라 시티뷰를 권장히주셨는데 시티뷰도 좋았습니다. 방에 베개 종류도 선택할 수 있었고 VR서비스도 야놀자통해 받았는데 전 이용해보지는 않았습니다. 헬스장에  운동복,신발,물,수건 다 준비되어있고 무료로 인바디할 수 있으니 받아보세요. 사우나에 칸마다 유리벽있어서 코로나로부터 안심할 수 있었고 몸만 가면 됩니다. 워시도 모두 준비되어있고 샤워타올도 있습니다. 씻고 메이크업도 칸마다 다 기초제품 있으니  좋았는데, 운동하면서 땀에 마스크가 젖어 아무생각없어 버렸다가 씻고 할 마스크가 없어 당황하고 있는데 카운터 호텔리어분께서 친절히 자신개인꺼 있다며 꺼내주셔서 죄송하고 정말 감사했습니다. 직원분들 친절함에 두번 세번 감동했네요.조식도 맛있었고 옆에 롯데호텔에 대한 박물관이 있는데 잠시 구경하기 좋습니다. 호텔이 오래되어 시설적인 부분은 조금 올드해보이고, 화장실 바닥이 너무 미끄러워  별 하나 솔직하게 뺏습니다.더보기",2021. 06. 12,580
1198,롯데 호텔 서울,5,좋았습니다.,2021. 06. 10,6
1199,롯데 호텔 서울,5,수영장도 잘 이용하고 롯데 백화점내 맛집도 많고 지금은 사람 적은 명동도 좋습니다~~ 편하게 잘 쉬었습니다.,2021. 06. 04,60
1200,롯데 호텔 서울,5,잘 쉬고 왔습니다,2021. 05. 31,9
1201,롯데 호텔 서울,5,"롯데호텔에서 식 올리고, 추가로 숙박을 더 하고자 예약했습니다. 아주 최고입니다. 예식 & 리무진 & 아주 좋은 대접까지 최고였습니다. 항상 좋은 일만 가득하시길 바랄게요. 다음에는 이그제큐티브를 도전해보겠습니다.",2021. 05. 30,119
1202,롯데 호텔 서울,5,깨끗하고 좋아요,2021. 05. 28,8
1203,롯데 호텔 서울,5,"깨끗한 방, 친절한 서비스",2021. 05. 24,14
1204,롯데 호텔 서울,5,주차장이 조금 불편한것빼고는(주차칸이 작고 엘베환승) 모두 만족합니다.,2021. 05. 24,39
1205,롯데 호텔 서울,5,롯데호텔은 언제나 좋아요,2021. 05. 19,13
1206,롯데 호텔 서울,5,역시 믿고가는 롯데호텔,2021. 05. 19,12
1207,롯데 호텔 서울,5,남자친구랑 같이 놀러갔는데 주변에 조금만 걸으면 놀곳도 많고 호텔 직원분들도 너무 친절했어요^^ 시티뷰로 잡았는데 야경도 이쁘고 만족스러웠습니다~,2021. 05. 16,81
1208,롯데 호텔 서울,5,넘나좋아요 강추드립니당!!!!!!!!!!,2021. 05. 16,22
1209,롯데 호텔 서울,4,만족스럽습니다,2021. 05. 15,7
1210,롯데 호텔 서울,5,프론트도 친절하셨고 서비스로 주신 케익도 잘먹었습니다~! 무엇보다 조식이 환상적이었네요 ㅠ 또가고싶습니다 ㅠ,2021. 05. 13,60
1211,롯데 호텔 서울,5,아이들도 라운지를 이용할 수 있었다는 장점은 무엇과도 비교할 수 없을만큼 좋았습니다. 특별히 음식이 맛있었던 건 아니었지만 충분히 조식과 이브닝식사를 가족이 함께 즐기고 온 것 만으로도 큰 의미가 있네요. 주차는 늘 말썽이 되는 호텔이긴 하지만 이번에는 그래도 지난번 보단 덜 헤메고 주차했네요. 호텔 투숙객에 대한 주차배려는 조금 신경썼으면 합니다.,2021. 05. 11,196
1212,롯데 호텔 서울,5,키즈텐트와   핑크퐁 굿즈 선물 3종 세트가 있어서어린이날 선물로 너무 좋아했어요,2021. 05. 09,45
1213,롯데 호텔 서울,5,아이가 엄청 좋아하네요~아이있는 분들은 강추합니다.,2021. 05. 09,28
1214,롯데 호텔 서울,5,슈페리어라서 그런지 방이 생각보다 좁은듯...,2021. 05. 09,25
1215,롯데 호텔 서울,5,친구랑 같이 호캉스겸  브라이덜샤워를 위해 평일 예약 후 다녀왔어요. 오래된 호텔이지만 롯데 명성답게 편안히 쾌적히 쉬었다갑니다_ 아쉬운점은 와인단 유리잔 두는 선반 먼지 화장실 어메니티 먼지 부분입니다. 이후 사우나/ 라세느 조식/ 침구 / 룸서비스 모두 맘에 들었어요_ 그리고 브러이덜 데코 꾸미기에 호텔구조 이쁘게 사용할 수있었어요_명동의 불꺼지지 않는 밤. 좋습니다:-),2021. 05. 07,211
1216,롯데 호텔 서울,5,롯호는 사랑입니다. 아주 최고입니다 :),2021. 05. 06,22
1217,롯데 호텔 서울,3,좋은 호텔인데 오랜되고 시설이 약간노후 되고침대는 아주편하고 좋아요,2021. 05. 06,37
1218,롯데 호텔 서울,5,어린이날 선물 좋아하고 재미있었어요 그리고 조식 맛나요~^^♡,2021. 05. 05,34
1219,롯데 호텔 서울,5,재미있게 놀다왔네요~^^♡,2021. 05. 05,14
1220,롯데 호텔 서울,5,체크인 할 때나 체크아웃 할 때 직원분들이 정말 친절하셨고 기본사항 안내도 잘해주셔서 기분이 좋았습니다. 다시 재방문할 생각이에요. 디럭스룸이 었는데 침대 편안하고 룸이 넓어요 청소상태는 나쁘지 않았는데 세면대 쪽 조금더 깔끔했으면 좋겠어요. 전체적으로 매우만족입니다.,2021. 05. 02,150
1221,롯데 호텔 서울,5,직원분들 친절하시고 숙소도 좋았습니다 !,2021. 05. 01,22
1222,롯데 호텔 서울,5,.        .,2021. 04. 27,10
1223,롯데 호텔 서울,5,.       .,2021. 04. 27,9
1224,롯데 호텔 서울,5,.       .,2021. 04. 27,9
1225,롯데 호텔 서울,5,.      .,2021. 04. 27,8
1226,롯데 호텔 서울,5,.       .,2021. 04. 27,9
1227,롯데 호텔 서울,5,역시 롯데호텔이네요 좋습니다,2021. 04. 25,15
1228,롯데 호텔 서울,5,추천합니다!,2021. 04. 18,6
1229,롯데 호텔 서울,5,시내 한가운데라 호캉스하기 편한 위치에요풍경이 건물들 뿐이라 예쁘진 않지만 저녁에 멋져요.음식 구성이 많지는 않지만 분위기가 좋고 아침을 라세느에서 줘서 좋음클럽라운지 이용은 항상 옳져,2021. 04. 17,103
1230,롯데 호텔 서울,5,너무너무 행복하게 쉬다갑니다!조식도 넘 좋았어요 수영장도 짱!,2021. 04. 12,34
1231,롯데 호텔 서울,5,메인타워는 시설이 조금 노후화된거 빼고는 괜찮습니다. 청결하지 않다는건 아니고 약간 구식의 느낌입니다. 다만 라운지 음식은 퀄리티를 좀 더 높였으면 하는 바람 ㅠㅠ 전반적으로는 괜찮지만 호화스러운 호캉스를 원한다면 좀 더 좋은 호텔을 찾는게 낫겠습니다.,2021. 04. 12,141
1232,롯데 호텔 서울,5,연계 레스토랑 투숙 할인이 있어서 좋아요,2021. 04. 10,22
1233,롯데 호텔 서울,5,슈페리어룸은 생각보다 좁아서 디럭스로 업그레이드해서 이용했습니다,2021. 04. 10,35
1234,롯데 호텔 서울,5,방크기도 생각보다 크고 화장실 컨디션 너무 좋았어요 . 조식도 라운지말고 뷔페에서 먹을수 있어서 더 좋았네요.,2021. 04. 10,61
1235,롯데 호텔 서울,5,역시 롯데호텔 굿,2021. 04. 07,9
1236,롯데 호텔 서울,5,위치랑 서비스 모두만족입니다.주말에 비오는데 편히 잘 쉬었습니다.,2021. 04. 05,36
1237,롯데 호텔 서울,5,너무좋고 또오고싶어요,2021. 04. 04,11
1238,롯데 호텔 서울,5,깔끔한 좋아요,2021. 03. 30,7
1239,롯데 호텔 서울,5,너무나 최고였습니다. 여태 묵었던 특급호텔들 중에 룸컨디션이 가장 최고였습니다.,2021. 03. 28,44
1240,롯데 호텔 서울,5,믿고가는롯데,2021. 03. 25,6
1241,롯데 호텔 서울,5,잘 쉬다갑니다>.<,2021. 03. 20,10
1242,롯데 호텔 서울,5,ㅇㅇㅇㅇㅇㅇ,2021. 03. 20,6
1243,롯데 호텔 서울,5,ㅇㅇㅇㅇㅇㅇ,2021. 03. 20,6
1244,롯데 호텔 서울,5,깨끗하고 조식도 맛있었어요~~,2021. 03. 16,16
1245,롯데 호텔 서울,5,"친절하고, 넓고, 깨끗하고 너무 좋아요.",2021. 03. 15,22
1246,롯데 호텔 서울,4,처음으로 가본 5성급 호텔ㅠ 정말 체크아웃 하기 싫었어요ㅠ.ㅠ 다들 너무 친절하시고 방도 디럭스로 업글해주셨어요! 왜 다들 호캉스호캉스 하는지 알겠더라구요~~ 다만 방음이ㅠ 방끼리는 잘되는 것 같은데 복도랑 방이 좀 미흡해서 아쉬웠어요ㅠ 하지만 다음에 기회되면 또 방문하고 싶습니다~ 즐거운 시간 보내게 해주셔서 감사합니다❤️,2021. 03. 13,182
1247,롯데 호텔 서울,5,좋았습니다 굿,2021. 03. 07,7
1248,롯데 호텔 서울,5,시설도 대우도 좋아요,2021. 03. 01,11
1249,롯데 호텔 서울,4,좋았습니다,2021. 03. 01,5
1250,롯데 호텔 서울,5,친절하고 청결했어요.역시,2021. 02. 28,13
1251,롯데 호텔 서울,3,호텔숙박은 좋았는데 다른 시설은 예약이.다 차버려서 이용을 하나도 못했어요ㅜ 그래도 직원분들은 다 친절하셔서 감사했습니다,2021. 02. 07,67
1252,롯데 호텔 서울,5,롯데는 역시 뭐👍🏻,2021. 01. 17,10
1253,롯데 호텔 서울,5,애프터눈티세트는 솔직히 먹을만한게 별로 없었지만 전반적으로 좋았습니다,2021. 01. 14,38
1254,롯데 호텔 서울,5,매우조아씀ㅇㅇ,2021. 01. 03,7
1255,롯데 호텔 서울,5,우선 향기가 넘 좋았어요.. 역시 롯데호텔 .. 짱,2021. 01. 02,28
1256,롯데 호텔 서울,5,너무 좋아요옹!!!!,2021. 01. 02,11
1257,롯데 호텔 서울,5,라세느 조식 정말 맛있었어요👍👍 방도 깨끗하고 서비스도 좋았습니다,2021. 01. 01,36
1258,롯데 호텔 서울,5,호텔 너무 맘에들어용,2021. 01. 01,11
1259,롯데 호텔 서울,5,역시 롯데호텔 입니다 방역도잘 되어있구 조식도 너무 맛있게 잘 먹었습니다,2020. 12. 31,40
1260,롯데 호텔 서울,5,너무 좋았어요 서비스 최고,2020. 12. 29,14
1261,롯데 호텔 서울,4,직원분들 서비스는 훌륭했습니다. 한가지 아쉬웠던부분은 방음이 안되어서 옆방인지서 밤새 노래부르는게 다들렸습니다...그거빼고는 다 훌륭했습니다. 코로나때문에 방만이용한거빼곤,2020. 12. 28,95
1262,롯데 호텔 서울,3,체크인이 정말 매번 오래걸리네요..,2020. 12. 27,19
1263,롯데 호텔 서울,5,좋았어요 호캉스,2020. 12. 26,8
1264,롯데 호텔 서울,5,조식이 맛있었어요!! 물도 계속 줘요!!!,2020. 12. 26,23
1265,롯데 호텔 서울,5,역시최고입니다,2020. 12. 26,7
1266,롯데 호텔 서울,5,"불편한점 : 주차, 체크인위 두가지에 시간이 오래걸린다는것을 빼놓고는 낸 돈이 아깝지않을뿐만 아니라 생각도 안날만큼 좋네요 만족스럽습니다",2020. 12. 26,76
1267,롯데 호텔 서울,5,조식 짱 입니다,2020. 12. 19,8
1268,롯데 호텔 서울,5,조용히 연말 분위기 느끼기 좋았어요! 직원분들 친절하고 침구 편안해요🥳,2020. 12. 14,39
1269,롯데 호텔 서울,5,좋았습니다. 깨끗!,2020. 12. 11,10
1270,롯데 호텔 서울,5,전망도 좋았구요 객실상태도 좋았습니다아주 만족스러운 시간이었구요조식도 훌륭했습니다.또 이용하고 싶은 호텔입니다,2020. 12. 07,61
1271,롯데 호텔 서울,5,늘 만족하는 롯데호텔입니다.다들 너무 친절하고 너무 조아요!!,2020. 11. 29,34
1272,롯데 호텔 서울,5,"아주 즐거운 여행이었습니다. 지하와 지상으로 이어지는 백화점, 마트등이 편리했고, 시설 조식 다 최고네요",2020. 11. 23,58
1273,롯데 호텔 서울,5,매번 최고지ㅎㅎ,2020. 11. 21,8
1274,롯데 호텔 서울,5,"친절 서비스 및 위치, 교통 모두 너무 좋았습니다 🤗🤗",2020. 11. 16,30
1275,롯데 호텔 서울,5,좋았습니다 ㅎ,2020. 11. 15,7
1276,롯데 호텔 서울,5,깔끔하고 직원친절도 최고입니다. 대중교통 이용하기도 좋구 롯데백화점 식품코너  이용이 편리하여 정말 좋았어요^^,2020. 11. 09,62
1277,롯데 호텔 서울,5,만족합닏ㄱㆍ,2020. 11. 09,6
1278,롯데 호텔 서울,5,역시 롯데호텔..말이필요없어요다들 친절하시고 너무 잘해주셨어요,2020. 11. 09,34
1279,롯데 호텔 서울,5,예전에 살던 곳이라 너무 익숙함에도 호텔에서 1박하니 색다른 기분! 룸 요청 사항도 매번 잘 들어주시고 피트니스&사우나(파우더룸) 차원이 달라요! 대만족!,2020. 11. 08,86
1280,롯데 호텔 서울,5,롯데는 역시... 말이 필요없어요,2020. 11. 05,18
1281,롯데 호텔 서울,5,완전 친절하고 좋았습니다👍다만 방사용하는것에 잇어서ㅜ저희가 잘몰라서ㅜ불키는방법 이나 자세한 편리시설을 잘 이용하지 못해서너무아쉬웟습니다!!그래도 완전 좋았습니다^^,2020. 10. 26,91
1282,롯데 호텔 서울,5,구우우우웃,2020. 10. 18,5
1283,롯데 호텔 서울,5,무조건 여기,2020. 10. 18,6
1284,롯데 호텔 서울,5,역시 롯데호텔,2020. 10. 18,7
1285,롯데 호텔 서울,5,롯데호텔의 최고 서비스와 특별한 조식의 만남,2020. 10. 06,24
1286,롯데 호텔 서울,5,주차장 한 번에 못 가는거 빼곤 전반적으로 좋았어요~~~,2020. 10. 04,31
1287,롯데 호텔 서울,5,좋았습니다,2020. 09. 27,5
1288,롯데 호텔 서울,4,역시 롯데였습니다 서비스부터 훌륭했습니다 다만 건물자체가 크다보니 편의점 등 다른 시설 이용이 좀 힘들어 자잘한 룸서비스를 강제하는 느낌이 좀 들었습니다.,2020. 09. 22,86
1289,롯데 호텔 서울,5,너무좋습니다 서비스가 짱짱,2020. 09. 11,14
1290,롯데 호텔 서울,5,너무좋습니다 진짜 서비스짱짱❤️,2020. 09. 11,17
1291,롯데 호텔 서울,5,최고에요.... 특히 시티뷰 보이는 욕조가 최고,2020. 09. 10,26
1292,롯데 호텔 서울,5,다 만족! 좋았어요ㅜ,2020. 09. 05,11
